,Date,Time,Latit(N),Long(E),Depth(km),Magnitude,Region
0,2023.01.01,14:26:20,37.0823,28.3768,2.7,  2.2  ,KIZILAGAC-ULA (MUGLA)
1,2023.01.01,13:04:15,40.767,30.939,3.0,  1.9  ,HACISULEYMANBEY-GOLYAKA (DUZCE)
2,2023.01.01,12:36:16,40.4995,32.8888,5.0,  1.9  ,YILDIRIMAYDOGAN-CUBUK (ANKARA)
3,2023.01.01,10:17:18,38.3983,38.9943,1.6,  1.6  ,TARLATEPE-SIVRICE (ELAZIG)
4,2023.01.01,10:03:52,37.9117,26.7727,5.0,  1.6  ,AEGEAN SEA
5,2023.01.01,09:55:45,34.8408,25.0373,5.0,  2.6  ,GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)
6,2023.01.01,09:26:57,38.6228,42.2653,9.3,  1.7  ,SERINBAYIR-AHLAT (BITLIS)
7,2023.01.01,09:20:22,38.5287,27.7328,5.3,  1.4  ,TURGUTLU (MANISA)
8,2023.01.01,08:19:52,37.5057,26.4732,13.2,  1.5  ,ONIKI ADALAR (MEDITERRANEAN SEA)
9,2023.01.01,07:50:00,40.7697,31.0162,8.0,  1.6  ,HACIYAKUP-GOLYAKA (DUZCE)
10,2023.01.01,07:26:14,36.2338,28.9353,8.8,  2.6  ,MEDITERRANEAN SEA
11,2023.01.01,07:10:16,36.2157,28.9018,10.5,  1.9  ,MEDITERRANEAN SEA
12,2023.01.01,07:05:27,38.455,32.6693,5.3,  1.4  ,AYISIGI-ALTINEKIN (KONYA)
13,2023.01.01,07:01:32,40.7862,30.9728,5.2,  1.4  ,YAZLIK-GOLYAKA (DUZCE)
14,2023.01.01,06:58:06,38.467,44.0168,5.0,  3.0  2.9,YESILAGAC-SARAY (VAN)
15,2023.01.01,06:40:16,37.3193,29.3985,5.0,  0.8  ,KOKE-ACIPAYAM (DENIZLI)
16,2023.01.01,06:12:18,41.1338,34.1668,5.0,  2.7  ,CELTIKCI-TOSYA (KASTAMONU)
17,2023.01.01,06:04:41,35.558,25.7608,6.0,  1.9  ,GIRIT ADASI (MEDITERRANEAN SEA)
18,2023.01.01,06:02:11,37.8507,29.3453,5.0,  2.8  ,KOCABAS-HONAZ (DENIZLI)
19,2023.01.01,05:56:57,37.84,27.0287,12.1,  1.8  ,KUSADASI KORFEZI (AEGEAN SEA)
20,2023.01.01,05:33:38,40.7725,34.547,15.0,  2.4  ,IKIPINAR-ISKILIP (CORUM)
21,2023.01.01,05:25:14,35.5547,25.7963,10.6,  1.8  ,GIRIT ADASI (MEDITERRANEAN SEA)
22,2023.01.01,05:12:16,41.1228,34.1863,5.0,  3.0  ,CAYBASI-TOSYA (KASTAMONU)
23,2023.01.01,03:48:09,38.8973,30.0135,7.7,  1.4  ,BUYUKASLIHANLAR-DUMLUPINAR (KUTAHYA)
24,2023.01.01,02:38:26,40.3898,27.4828,16.7,  0.9  ,GUVEMALANI-BIGA (CANAKKALE)
25,2023.01.01,02:14:56,38.5763,23.6995,8.9,  2.8  ,YUNANISTAN
26,2023.01.01,02:05:16,40.3552,27.1062,13.0,  2.4  ,ESKIBALIKLI-BIGA (CANAKKALE)
27,2023.01.01,02:03:10,40.8058,42.7298,10.5,  1.9  ,BUYUKALTINBULAK-GOLE (ARDAHAN)
28,2023.01.01,01:27:17,40.6815,30.4263,9.8,  1.9  ,KEMALIYE-ARIFIYE (SAKARYA)
29,2023.01.01,01:26:29,40.681,30.4082,15.9,  2.3  ,KEMALIYE-ARIFIYE (SAKARYA)
30,2023.01.01,00:25:25,40.7625,27.2522,4.2,  1.2  ,GUZELKOY-SARKOY (TEKIRDAG)
31,2022.12.31,23:01:04,38.566,31.5008,5.0,  2.1  ,PAZARKAYA-TUZLUKCU (KONYA)
32,2022.12.31,22:37:16,41.1942,23.834,10.2,  2.2  ,YUNANISTAN
33,2022.12.31,22:04:46,38.3638,27.2262,7.9,  2.0  ,GOKDERE-BORNOVA (IZMIR)
34,2022.12.31,21:46:25,35.6583,25.8185,5.4,  2.8  ,MEDITERRANEAN SEA
35,2022.12.31,21:36:12,36.0878,28.0762,7.0,  2.3  ,RODOS ADASI (MEDITERRANEAN SEA)
36,2022.12.31,21:12:30,40.7253,30.5902,16.4,  1.5  ,TOPAGAC-AKYAZI (SAKARYA)
37,2022.12.31,20:39:24,39.3517,26.0847,7.3,  1.7  ,MIDILLI ADASI (AEGEAN SEA)
38,2022.12.31,20:35:39,39.3448,26.0848,7.6,  1.8  ,MIDILLI ADASI (AEGEAN SEA)
39,2022.12.31,20:34:38,39.9485,39.0617,5.3,  2.4  ,GOLKOY-REFAHIYE (ERZINCAN)
40,2022.12.31,18:29:37,36.1543,29.1507,16.8,  2.2  ,MEDITERRANEAN SEA
41,2022.12.31,18:21:02,40.0043,39.0432,4.4,  2.1  ,KAMBERAGA-REFAHIYE (ERZINCAN)
42,2022.12.31,18:16:34,36.0823,29.0962,12.0,  1.9  ,MEDITERRANEAN SEA
43,2022.12.31,17:52:04,38.7163,25.4207,7.6,  2.0  ,AEGEAN SEA
44,2022.12.31,16:56:30,36.449,28.8947,3.3,  1.5  ,OLUDENIZ ACIKLARI-MUGLA (MEDITERRANEAN SEA)
45,2022.12.31,16:44:14,38.34,27.2078,10.5,  2.1  ,GOKDERE-BORNOVA (IZMIR)
46,2022.12.31,15:04:16,37.348,29.5113,8.5,  2.2  ,KUMAFSARI-ACIPAYAM (DENIZLI)
47,2022.12.31,15:02:24,38.3407,27.2272,7.4,  2.1  ,GOKDERE-BORNOVA (IZMIR)
48,2022.12.31,14:45:06,37.3657,37.038,7.5,  1.5  ,DEMIRCILER-PAZARCIK (KAHRAMANMARAS)
49,2022.12.31,14:31:54,39.6442,32.3072,16.6,  1.4  ,MACUN-POLATLI (ANKARA)
50,2022.12.31,14:11:03,39.987,41.2868,12.4,  2.1  ,YAKUTIYE (ERZURUM)
51,2022.12.31,14:05:56,38.093,35.4207,5.0,  1.6  ,YAHYALI (KAYSERI)
52,2022.12.31,13:02:51,39.9717,41.3613,10.7,  2.2  ,BUYUKTUY-PASINLER (ERZURUM)
53,2022.12.31,12:14:26,32.9267,26.0817,5.0,  4.3  ,GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)
54,2022.12.31,11:32:36,38.3472,27.2495,3.0,  1.9  ,GOKDERE-BORNOVA (IZMIR)
55,2022.12.31,11:15:05,35.6318,25.8062,5.4,  2.4  ,GIRIT ADASI (MEDITERRANEAN SEA)
56,2022.12.31,10:12:51,38.9733,27.9173,5.0,  1.3  ,CAMONU-AKHISAR (MANISA)
57,2022.12.31,10:07:29,39.9497,28.7772,0.0,  1.9  ,OMERALTI-MUSTAFAKEMALPASA (BURSA)
58,2022.12.31,10:00:24,41.1483,28.7458,0.0,  1.0  ,SAMLAR-BASAKSEHIR (ISTANBUL)
59,2022.12.31,09:50:45,37.7252,32.5748,2.8,  1.0  ,KAYHUYUK-MERAM (KONYA)
60,2022.12.31,09:26:19,37.1368,27.3765,2.7,  1.2  ,GOLTURKBUKU-BODRUM (MUGLA)
61,2022.12.31,08:43:40,40.7755,30.98,5.0,  1.8  ,YAZLIK-GOLYAKA (DUZCE)
62,2022.12.31,08:15:02,38.3765,38.9532,7.8,  2.2  ,YUREKKAYA-SIVRICE (ELAZIG)
63,2022.12.31,07:48:55,38.773,26.8907,3.3,  2.2  ,CANDARLI KORFEZI (AEGEAN SEA)
64,2022.12.31,07:47:44,40.8342,31.5278,4.9,  1.8  ,KIZILAGIL-(BOLU)
65,2022.12.31,07:05:39,37.8193,27.7557,9.1,  2.1  ,OSMANBUKU-INCIRLIOVA (AYDIN)
66,2022.12.31,06:35:47,35.6152,25.8197,3.1,  2.2  ,GIRIT ADASI (MEDITERRANEAN SEA)
67,2022.12.31,06:14:10,39.4212,25.5787,7.1,  1.8  ,AEGEAN SEA
68,2022.12.31,05:20:54,35.5487,25.7843,6.9,  2.3  ,GIRIT ADASI (MEDITERRANEAN SEA)
69,2022.12.31,05:13:42,38.3758,27.285,17.2,  1.3  ,GOKDERE-BORNOVA (IZMIR)
70,2022.12.31,05:06:26,37.0792,28.4263,6.6,  2.6  ,YESILOVA-ULA (MUGLA)
71,2022.12.31,05:05:25,39.8475,39.0178,3.6,  3.2  3.2,KEDEK-KEMAH (ERZINCAN)
72,2022.12.31,05:04:25,37.5857,26.9222,19.3,  1.5  ,AEGEAN SEA
73,2022.12.31,05:00:17,44.8245,37.0977,49.7,  4.4  ,KARADENIZ
74,2022.12.31,03:57:17,40.1195,27.1163,12.5,  2.1  ,DIKMEN-BIGA (CANAKKALE)
75,2022.12.31,03:47:34,38.4673,39.266,1.4,  1.7  ,ALINCIK-SIVRICE (ELAZIG)
76,2022.12.31,03:10:43,37.0492,29.3797,2.8,  1.8  ,KIZILYAKA-CAMELI (DENIZLI)
77,2022.12.31,03:07:28,39.2092,29.3937,5.4,  1.9  ,KARBASAN-HISARCIK (KUTAHYA)
78,2022.12.31,03:00:22,38.9708,27.7988,2.6,  1.1  ,MEDAR-AKHISAR (MANISA)
79,2022.12.31,02:58:10,39.2082,29.3537,1.7,  1.4  ,KARBASAN-HISARCIK (KUTAHYA)
80,2022.12.31,02:49:31,38.3347,27.212,3.9,  1.4  ,GOKDERE-BORNOVA (IZMIR)
81,2022.12.31,02:41:58,38.358,27.2163,6.1,  2.8  ,GOKDERE-BORNOVA (IZMIR)
82,2022.12.31,02:10:35,40.2493,37.9502,7.3,  1.4  ,YALNIZTEPE-KOYULHISAR (SIVAS)
83,2022.12.31,02:09:59,35.5427,25.7938,9.8,  2.0  ,GIRIT ADASI (MEDITERRANEAN SEA)
84,2022.12.31,02:09:11,38.3415,27.215,5.0,  1.9  ,GOKDERE-BORNOVA (IZMIR)
85,2022.12.31,01:18:20,40.719,29.1575,7.2,  1.2  ,KORU-CINARCIK (YALOVA)
86,2022.12.31,01:08:49,40.1582,31.7572,12.9,  2.3  ,CANTIRLI-BEYPAZARI (ANKARA)
87,2022.12.31,00:29:25,40.791,30.9502,5.0,  2.0  ,ZEKERIYAKOY-GOLYAKA (DUZCE)
88,2022.12.31,00:11:46,39.6592,28.9988,4.3,  1.5  ,DELICEGUNEY-HARMANCIK (BURSA)
89,2022.12.30,23:52:33,34.501,24.8055,5.0,  3.8  ,GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)
90,2022.12.30,23:46:10,39.4057,28.2277,5.6,  2.6  ,DURASILAR-BIGADIC (BALIKESIR)
91,2022.12.30,23:41:50,40.8478,31.3917,7.0,  1.9  ,KIRIK-YIGILCA (DUZCE)
92,2022.12.30,23:30:58,40.7075,30.42,15.5,  1.3  ,KEMALIYE-ARIFIYE (SAKARYA)
93,2022.12.30,22:45:53,40.804,31.0622,11.0,  1.3  ,PASAKONAGI-(DUZCE)
94,2022.12.30,22:28:42,38.4612,39.272,6.4,  1.5  ,ALINCIK-SIVRICE (ELAZIG)
95,2022.12.30,20:55:31,40.1955,24.1822,13.1,  1.9  ,YUNANISTAN
96,2022.12.30,20:48:22,35.5965,25.7975,8.4,  1.5  ,GIRIT ADASI (MEDITERRANEAN SEA)
97,2022.12.30,20:41:21,39.9143,25.6772,5.5,  1.6  ,AEGEAN SEA
98,2022.12.30,20:10:18,36.7645,25.5053,7.9,  1.8  ,MEDITERRANEAN SEA
99,2022.12.30,20:07:15,35.5857,25.8053,2.2,  2.0  ,GIRIT ADASI (MEDITERRANEAN SEA)
100,2022.12.30,20:05:29,35.6153,25.8102,5.5,  2.6  ,GIRIT ADASI (MEDITERRANEAN SEA)
101,2022.12.30,19:59:37,35.6172,25.8075,5.8,  2.5  ,GIRIT ADASI (MEDITERRANEAN SEA)
102,2022.12.30,19:57:29,37.0355,29.5217,3.2,  1.5  ,EVCILER-GOLHISAR (BURDUR)
103,2022.12.30,19:37:17,38.266,24.2425,4.3,  2.7  ,AEGEAN SEA
104,2022.12.30,19:14:06,38.3667,27.2188,5.5,  2.1  ,GOKDERE-BORNOVA (IZMIR)
105,2022.12.30,19:13:33,40.6115,28.9637,11.0,  2.0  ,ESENKOY-CINARCIK (YALOVA)
106,2022.12.30,18:53:13,37.3065,29.1798,1.5,  1.0  ,BAHCEKOY-TAVAS (DENIZLI)
107,2022.12.30,18:38:41,38.3403,27.2275,6.1,  1.5  ,GOKDERE-BORNOVA (IZMIR)
108,2022.12.30,18:37:54,37.3432,29.5215,8.3,  1.3  ,KUMAFSARI-ACIPAYAM (DENIZLI)
109,2022.12.30,18:28:29,40.8608,31.541,17.6,  1.6  ,KOZLU-(BOLU)
110,2022.12.30,17:36:40,40.7693,30.9455,4.7,  1.3  ,ZEKERIYAKOY-GOLYAKA (DUZCE)
111,2022.12.30,17:08:04,38.3127,27.2118,7.8,  1.6  ,KISIK-MENDERES (IZMIR)
112,2022.12.30,16:52:33,35.308,26.658,5.0,  3.0  3.0,GIRIT ADASI (MEDITERRANEAN SEA)
113,2022.12.30,16:44:44,35.6215,25.8295,5.4,  2.4  ,GIRIT ADASI (MEDITERRANEAN SEA)
114,2022.12.30,16:36:33,35.1748,26.703,7.4,  2.0  ,GIRIT ADASI (MEDITERRANEAN SEA)
115,2022.12.30,15:55:15,39.4635,44.383,5.0,  2.8  ,UZUNYAZI-DOGUBAYAZIT (AGRI)
116,2022.12.30,15:29:05,35.4527,26.6703,8.9,  2.2  ,GIRIT ADASI (MEDITERRANEAN SEA)
117,2022.12.30,15:15:42,38.3393,27.2265,7.0,  2.5  ,GOKDERE-BORNOVA (IZMIR)
118,2022.12.30,14:58:12,38.3608,27.2257,7.0,  2.6  ,GOKDERE-BORNOVA (IZMIR)
119,2022.12.30,14:20:01,39.5515,26.1973,9.4,  1.4  ,YUKARIKOY-AYVACIK (CANAKKALE)
120,2022.12.30,14:01:41,39.1898,29.3978,16.1,  1.9  ,KARBASAN-HISARCIK (KUTAHYA)
121,2022.12.30,13:19:37,35.618,25.7442,8.4,  3.8  ,GIRIT ADASI (MEDITERRANEAN SEA)
122,2022.12.30,12:53:22,38.361,27.2142,6.1,  2.0  ,GOKDERE-BORNOVA (IZMIR)
123,2022.12.30,11:10:36,40.0013,41.8568,10.0,  2.4  ,ESENDERE-PASINLER (ERZURUM)
124,2022.12.30,10:29:03,40.6113,28.964,5.4,  3.4  3.2,ESENKOY-CINARCIK (YALOVA)
125,2022.12.30,10:15:06,36.2383,33.6862,0.0,  1.2  ,ISIKLI-SILIFKE (MERSIN)
126,2022.12.30,09:40:10,37.2843,31.9423,0.0,  1.8  ,SUSUZ-SEYDISEHIR (KONYA)
127,2022.12.30,09:30:12,38.365,27.2232,11.9,  1.9  ,GOKDERE-BORNOVA (IZMIR)
128,2022.12.30,09:11:48,40.7853,31.1708,5.1,  2.0  ,BEYKOY-(DUZCE)
129,2022.12.30,09:08:22,38.3612,27.2263,5.7,  1.8  ,GOKDERE-BORNOVA (IZMIR)
130,2022.12.30,08:54:31,36.9165,27.4447,9.3,  1.9  ,GOKOVA KORFEZI (MEDITERRANEAN SEA)
131,2022.12.30,08:41:41,38.3602,27.2025,2.9,  2.6  ,BUCA (IZMIR)
132,2022.12.30,08:40:01,38.3257,27.2868,13.7,  1.8  ,BELENBASI-BUCA (IZMIR)
133,2022.12.30,08:10:46,38.4127,27.2923,15.4,  1.5  ,KAVAKLIDERE-BORNOVA (IZMIR)
134,2022.12.30,08:06:17,38.3825,27.2628,10.7,  1.5  ,GOKDERE-BORNOVA (IZMIR)
135,2022.12.30,07:49:01,38.3722,27.2002,2.5,  2.9  ,BUCA (IZMIR)
136,2022.12.30,07:43:07,38.3788,27.2615,16.2,  1.5  ,GOKDERE-BORNOVA (IZMIR)
137,2022.12.30,07:40:18,38.3395,27.2095,22.9,  1.3  ,GOKDERE-BORNOVA (IZMIR)
138,2022.12.30,07:37:12,38.3102,27.2623,8.2,  1.8  ,BELENBASI-BUCA (IZMIR)
139,2022.12.30,07:20:01,38.3668,27.1983,4.5,  3.4  3.2,BUCA (IZMIR)
140,2022.12.30,07:12:53,38.3655,27.2362,11.7,  1.5  ,GOKDERE-BORNOVA (IZMIR)
141,2022.12.30,06:58:12,38.3575,27.226,5.0,  2.1  ,GOKDERE-BORNOVA (IZMIR)
142,2022.12.30,06:48:12,38.3533,27.2138,12.0,  1.9  ,GOKDERE-BORNOVA (IZMIR)
143,2022.12.30,06:42:58,38.3817,27.2253,1.8,  2.9  ,GOKDERE-BORNOVA (IZMIR)
144,2022.12.30,06:12:09,37.0908,28.4505,2.2,  1.8  ,ULA (MUGLA)
145,2022.12.30,06:11:40,37.0798,28.3848,10.4,  2.1  ,KIZILAGAC-ULA (MUGLA)
146,2022.12.30,06:08:54,38.3412,27.2043,11.7,  2.1  ,GOKDERE-BORNOVA (IZMIR)
147,2022.12.30,06:01:12,38.3058,27.2378,12.2,  1.7  ,BELENBASI-BUCA (IZMIR)
148,2022.12.30,05:57:43,38.3422,27.2233,6.4,  2.0  ,GOKDERE-BORNOVA (IZMIR)
149,2022.12.30,03:57:35,38.3417,27.2273,5.4,  1.9  ,GOKDERE-BORNOVA (IZMIR)
150,2022.12.30,03:21:42,37.0903,28.4257,6.8,  2.3  ,ULA (MUGLA)
151,2022.12.30,02:58:36,37.6353,30.7023,4.6,  2.1  ,CAMLIDERE-AGLASUN (BURDUR)
152,2022.12.30,02:52:30,38.3272,27.2152,7.6,  1.5  ,BELENBASI-BUCA (IZMIR)
153,2022.12.30,02:35:31,38.3407,27.2185,4.6,  1.5  ,GOKDERE-BORNOVA (IZMIR)
154,2022.12.30,02:29:53,38.3545,27.252,5.0,  1.4  ,GOKDERE-BORNOVA (IZMIR)
155,2022.12.30,02:29:23,38.3512,27.2328,2.8,  1.6  ,GOKDERE-BORNOVA (IZMIR)
156,2022.12.30,02:24:30,38.334,27.2118,9.8,  1.5  ,GOKDERE-BORNOVA (IZMIR)
157,2022.12.30,02:17:51,38.3502,27.2133,5.4,  2.4  ,GOKDERE-BORNOVA (IZMIR)
158,2022.12.30,02:05:21,37.895,29.2148,1.7,  1.7  ,IRLIGANLI-(DENIZLI)
159,2022.12.30,01:51:45,38.3575,27.2237,7.1,  1.7  ,GOKDERE-BORNOVA (IZMIR)
160,2022.12.29,22:45:54,40.751,30.8457,1.7,  1.1  ,KARADERE-HENDEK (SAKARYA)
161,2022.12.29,22:40:37,40.7812,30.8985,5.0,  1.1  ,BEKIROGLU-GOLYAKA (DUZCE)
162,2022.12.29,22:25:39,38.1358,40.296,9.4,  1.7  ,MERMER-SUR (DIYARBAKIR)
163,2022.12.29,22:02:15,40.8572,31.0793,17.6,  1.5  ,DIKMELI-CILIMLI (DUZCE)
164,2022.12.29,21:50:31,39.0263,34.4355,3.7,  2.0  ,KURUGOL-MUCUR (KIRSEHIR)
165,2022.12.29,21:23:56,37.9108,29.2197,6.9,  3.5  3.2,IRLIGANLI-(DENIZLI)
